"residence_camp","ref","sex","birthplace","age","name","distance","activity","region"
"Avocat","MI41","M","Minganga","Personne âgée","V12",10931.578390827,"gather","minganga"
"Avocat","MI43","F","Attention","Adulte","V9",8113.78042260879,"gather","minganga"
"Avocat","MI43","F","Attention","Adulte","V11",9263.42930555923,"gather","minganga"
"Avocat","MI43","F","Attention","Adulte","V12",10931.578390827,"gather","minganga"
"Avocat","MI45","M","Attention","Adulte","V9",8113.78042260879,"gather","minganga"
"Avocat","MI45","M","Attention","Adulte","V10",8547.03305701621,"gather","minganga"
"Avocat","MI45","M","Attention","Adulte","V11",9263.42930555923,"gather","minganga"
"Avocat","MI45","M","Attention","Adulte","V12",10931.578390827,"gather","minganga"
"Moundouala2","MI47","M","Attention","Adolescent","V8",7537.93364653566,"gather","minganga"
"Moundouala2","MI47","M","Attention","Adolescent","V12",13399.6244670648,"gather","minganga"
"Moundouala2","MI47","M","Attention","Adolescent","V13",17855.9098169815,"gather","minganga"
"Moundouala2","MI47","M","Attention","Adolescent","V14",17906.5574374995,"gather","minganga"
"Moundouala2","MI47","M","Attention","Adolescent","V15",18135.9743717931,"gather","minganga"
"Moundouala2","MI48","F","Attention","Adolescent","V6",3307.93809291307,"gather","minganga"
"Moundouala2","MI50","M","Attention","Adulte","V8",7537.93364653566,"gather","minganga"
"Moundouala2","MI50","M","Attention","Adulte","V10",9956.7634994966,"gather","minganga"
"Moundouala2","MI50","M","Attention","Adulte","V12",13399.6244670648,"gather","minganga"
"Moundouala2","MI50","M","Attention","Adulte","V13",17855.9098169815,"gather","minganga"
"Moundouala2","MI53","F","","Adulte","V7",445.36574490207,"gather","minganga"
"Moundouala2","MI53","F","","Adulte","V9",9297.72052380102,"gather","minganga"
"Moundouala2","MI53","F","","Adulte","V10",9956.7634994966,"gather","minganga"
"Bokéya2","MI55","M","Attention","Adulte","V8",7467.5444966458,"gather","minganga"
"Bokéya2","MI55","M","Attention","Adulte","V9",8460.34096959093,"gather","minganga"
"Bokéya2","MI55","M","Attention","Adulte","V10",8937.05379773415,"gather","minganga"
"Bokéya2","MI55","M","Attention","Adulte","V11",9700.40473310127,"gather","minganga"
"Bokéya2","MI57","F","Minganga","Personne âgée","V8",7467.5444966458,"gather","minganga"
"Bokéya2","MI57","F","Minganga","Personne âgée","V9",8460.34096959093,"gather","minganga"
"Bokéya2","MI57","F","Minganga","Personne âgée","V10",8937.05379773415,"gather","minganga"
"Bokéya2","MI57","F","Minganga","Personne âgée","V11",9700.40473310127,"gather","minganga"
"Bokéya2","MI57","F","Minganga","Personne âgée","V12",11494.2139861372,"gather","minganga"
"Bokéya2","MI57","F","Minganga","Personne âgée","V13",15530.926488803,"gather","minganga"
"Bokéya2","MI57","F","Minganga","Personne âgée","V14",15579.7322410547,"gather","minganga"
"Bokéya2","MI57","F","Minganga","Personne âgée","V15",15780.2744202094,"gather","minganga"
"Bokéya2","MI57","F","Minganga","Personne âgée","V65",17446.8304434043,"gather","minganga"
"Bokéya2","MI58","M","","Personne âgée","V1",2765.38810894311,"gather","minganga"
"Bokéya2","MI58","M","","Personne âgée","V2",2600.25202794207,"gather","minganga"
"Bokéya2","MI58","M","","Personne âgée","V3",372.104745831167,"gather","minganga"
"Bokéya2","MI58","M","","Personne âgée","V8",7467.5444966458,"gather","minganga"
"Bokéya2","MI58","M","","Personne âgée","V9",8460.34096959093,"gather","minganga"
"Bokéya2","MI62","F","Attention","Adulte","V8",7467.5444966458,"gather","minganga"
"Bokéya2","MI62","F","Attention","Adulte","V9",8460.34096959093,"gather","minganga"
"Bokéya2","MI62","F","Attention","Adulte","V10",8937.05379773415,"gather","minganga"
"Bokéya2","MI62","F","Attention","Adulte","V13",15530.926488803,"gather","minganga"
"Bokéya2","MI62","F","Attention","Adulte","V14",15579.7322410547,"gather","minganga"
"Epopé","MI63","M","Attention","Adulte","V8",7095.06219146973,"gather","minganga"
"Epopé","MI67","F","Toukoulaka","Adulte","V8",7095.06219146973,"gather","minganga"
"Epopé","MI67","F","Toukoulaka","Adulte","V65",19647.3839041298,"gather","minganga"
"Makossa3","MI7","M","Mossombo","Personne âgée","V9",12557.2287500892,"gather","minganga"
"Makossa3","MI7","M","Mossombo","Personne âgée","V10",11748.2197056644,"gather","minganga"
"Mbaya","MI90","M","Mossombo","Adulte","V9",6262.38807279238,"gather","minganga"
"Mbaya","MI90","M","Mossombo","Adulte","V10",5419.28879393557,"gather","minganga"
"VMA","MI98","M","Attention","Adulte","V3",7584.78657077929,"gather","minganga"
"VMA","MI98","M","Attention","Adulte","V4",7467.5444966458,"gather","minganga"
"VMA","MI98","M","Attention","Adulte","V5",7307.86802039352,"gather","minganga"
"VMA","MI98","M","Attention","Adulte","V6",7283.85752063297,"gather","minganga"
"Bokéya1","MI109","M","Attention","Adulte","V9",8684.70757814913,"hunt","minganga"
"Bokéya1","MI113","M","Attention","Adulte","V10",9185.81149924313,"hunt","minganga"
"Moundouala1","MI114","M","","Adulte","V12",13467.7183631116,"hunt","minganga"
"Ndémiko","MI123","M","Minganga","Adulte","V11",9159.38481959133,"hunt","minganga"
"Ndémiko","MI123","M","Minganga","Adulte","V12",10788.7283652747,"hunt","minganga"
"VMA","MI25","M","Minganga","Personne âgée","V3",7584.78657077929,"hunt","minganga"
"VMA","MI25","M","Minganga","Personne âgée","V4",7467.5444966458,"hunt","minganga"
"Avocat","MI30","M","Toukoulaka","Adolescent","V14",14974.8245812683,"hunt","minganga"
"Avocat","MI30","M","Toukoulaka","Adolescent","V15",15174.8209355137,"hunt","minganga"
"Avocat","MI34","M","Toukoulaka","Adolescent","V14",14974.8245812683,"hunt","minganga"
"Avocat","MI34","M","Toukoulaka","Adolescent","V15",15174.8209355137,"hunt","minganga"
"VMA","MI98","M","Attention","Adulte","V1",7478.8284048274,"hunt","minganga"
"Makossa1","MI10","M","Minganga","Adulte","V12",5885.9973622766,"just_visit","minganga"
"Mbaya","MI17","M","Mossombo","Personne âgée","V64",20470.5867014215,"just_visit","minganga"
"VMA","MI25","M","Minganga","Personne âgée","V63",21239.8847915227,"just_visit","minganga"
"VMA","MI25","M","Minganga","Personne âgée","V64",11823.4947689813,"just_visit","minganga"
"Avocat","MI32","M","Attention","Adolescent","V43",9116.40696497551,"just_visit","minganga"
"Avocat","MI32","M","Attention","Adolescent","V63",20332.8587070465,"just_visit","minganga"
"Avocat","MI43","F","Attention","Adulte","V64",12267.2823928173,"just_visit","minganga"
"Moundouala2","MI50","M","Attention","Adulte","V5",3155.73578466977,"just_visit","minganga"
"Moundouala2","MI50","M","Attention","Adulte","V6",3307.93809291307,"just_visit","minganga"
"Moundouala2","MI50","M","Attention","Adulte","V9",9297.72052380102,"just_visit","minganga"
"Moundouala2","MI53","F","","Adulte","V3",2269.93850144969,"just_visit","minganga"
"Moundouala2","MI53","F","","Adulte","V65",19844.68987725,"just_visit","minganga"
"Bokéya2","MI55","M","Attention","Adulte","V2",2600.25202794207,"just_visit","minganga"
"Bokéya2","MI55","M","Attention","Adulte","V3",372.104745831167,"just_visit","minganga"
"Bokéya2","MI55","M","Attention","Adulte","V7",2594.78777130577,"just_visit","minganga"
"Bokéya2","MI55","M","Attention","Adulte","V64",11769.8690560442,"just_visit","minganga"
"Bokéya2","MI57","F","Minganga","Personne âgée","V2",2600.25202794207,"just_visit","minganga"
"Bokéya2","MI57","F","Minganga","Personne âgée","V64",11769.8690560442,"just_visit","minganga"
"Bokéya2","MI58","M","","Personne âgée","V7",2594.78777130577,"just_visit","minganga"
"Bokéya2","MI62","F","Attention","Adulte","V3",372.104745831167,"just_visit","minganga"
"Bokéya2","MI62","F","Attention","Adulte","V7",2594.78777130577,"just_visit","minganga"
"Epopé","MI63","M","Attention","Adulte","V2",445.36574490207,"just_visit","minganga"
"Epopé","MI63","M","Attention","Adulte","V5",3106.05657661027,"just_visit","minganga"
"Epopé","MI63","M","Attention","Adulte","V6",3250.392007215,"just_visit","minganga"
"Epopé","MI67","F","Toukoulaka","Adulte","V1",404.475040015555,"just_visit","minganga"
"Epopé","MI67","F","Toukoulaka","Adulte","V2",445.36574490207,"just_visit","minganga"
"Epopé","MI67","F","Toukoulaka","Adulte","V3",2301.16162045399,"just_visit","minganga"
"Epopé","MI67","F","Toukoulaka","Adulte","V6",3250.392007215,"just_visit","minganga"
"Bylikombo2","MI99","F","Minganga","Adulte","V64",15503.8883848124,"just_visit","minganga"
"VMA","MI105","F","Mbili","Personne âgée","V63",21239.8847915227,"live","minganga"
"VMA","MI105","F","Mbili","Personne âgée","V64",11823.4947689813,"live","minganga"
"Makossa3","MI11","F","Mossombo","Personne âgée","V12",6369.20790186196,"live","minganga"
"Makossa3","MI11","F","Mossombo","Personne âgée","V43",12846.5461050492,"live","minganga"
"Avocat","MI44","F","Bène","Personne âgée","V64",12267.2823928173,"live","minganga"
"Bylikombo1","MI205","M","Mossombo","Adulte","V47",24300.1225044234,"dance","minganga"
"Bylikombo1","MI206","F","Mossombo","Adulte","V28",1037.58379207382,"dance","minganga"
"Bylikombo1","MI206","F","Mossombo","Adulte","V48",24010.0708034357,"dance","minganga"
"Bylikombo1","MI206","F","Mossombo","Adulte","V49",14615.287209499,"dance","minganga"
"Bylikombo1","MI209","F","Mossombo","Adulte","V28",1037.58379207382,"dance","minganga"
"Bylikombo1","MI211","F","Mossombo","Adulte","V49",14615.287209499,"dance","minganga"
"Bylikombo1","MI207","M","Mossombo","Adulte","V28",1037.58379207382,"dance","minganga"
"Essesse","MI189","F","Mossombo","Adolescent","V47",36901.2018340414,"dance","minganga"
"Essesse","MI192","F","Toukoulaka","Adolescent","V28",14858.3080405246,"dance","minganga"
"Essesse","MI195","M","Mbili","Adulte","V28",14858.3080405246,"dance","minganga"
"Essesse","MI195","M","Mbili","Adulte","V48",37056.2834914006,"dance","minganga"
"Misseké_MI","MI150","M","Attention","Adulte","V49",17117.8989489782,"dance","minganga"
"Misseké_MI","MI151","F","Attention","Adulte","V48",23633.8134814937,"dance","minganga"
"Mongo","MI137","F","Mossombo","Personne âgée","V49",13433.7039439327,"dance","minganga"
"Mongo","MI143","M","Mossombo","Adulte","V49",13433.7039439327,"dance","minganga"
"Bylikombo1","MI205","M","Mossombo","Adulte","V49",14615.287209499,"fam_visit","minganga"
"Bylikombo1","MI209","F","Mossombo","Adulte","V49",14615.287209499,"fam_visit","minganga"
"Bylikombo2","MI210","F","Mossombo","Personne âgée","V47",25167.9742996709,"fam_visit","minganga"
"Bylikombo2","MI210","F","Mossombo","Personne âgée","V48",24892.005416506,"fam_visit","minganga"
"Bouma","MI154","M","Minganga","Adulte","V49",27984.5061024109,"fam_visit","minganga"
"Bouma","MI155","F","Minganga","Adulte","V48",36883.222265333,"fam_visit","minganga"
"Bouma","MI161","F","Impfondo","Adulte","V48",36883.222265333,"fam_visit","minganga"
"Bouma","MI162","F","Mossombo","Personne âgée","V9",137317.169288959,"fam_visit","minganga"
"Bouma","MI162","F","Mossombo","Personne âgée","V48",36883.222265333,"fam_visit","minganga"
"Bouma","MI162","F","Mossombo","Personne âgée","V51",78005.4782414879,"fam_visit","minganga"
"Bouma","MI162","F","Mossombo","Personne âgée","V52",80699.6193159609,"fam_visit","minganga"
"Bylikombo2","MI216","M","Mobangui","Adulte","V9",125764.744236896,"fam_visit","minganga"
"Bylikombo2","MI216","M","Mobangui","Adulte","V33",55632.6257355725,"fam_visit","minganga"
"Bylikombo2","MI216","M","Mobangui","Adulte","V49",15503.8883848124,"fam_visit","minganga"
"Bylikombo2","MI216","M","Mobangui","Adulte","V51",71000.0803783005,"fam_visit","minganga"
"Bylikombo2","MI226","F","Mossombo","Adulte","V28",1241.30171438424,"fam_visit","minganga"
"Bylikombo2","MI226","F","Mossombo","Adulte","V48",24892.005416506,"fam_visit","minganga"
"Essesse","MI187","M","Mbili","Adulte","V49",28173.8878017831,"fam_visit","minganga"
"Essesse","MI188","F","Mossombo","Adulte","V48",37056.2834914006,"fam_visit","minganga"
"Essesse","MI195","M","Mbili","Adulte","V49",28173.8878017831,"fam_visit","minganga"
"Essesse","MI198","F","Mbili","Adulte","V49",28173.8878017831,"fam_visit","minganga"
"Mbila","MI167","F","Mbili","Personne âgée","V9",137271.680369523,"fam_visit","minganga"
"Mbila","MI167","F","Mbili","Personne âgée","V49",27946.1628586738,"fam_visit","minganga"
"Mbila","MI175","M","Minganga","Adulte","V49",27946.1628586738,"fam_visit","minganga"
"Mbila","MI176","F","Mossombo","Adulte","V49",27946.1628586738,"fam_visit","minganga"
"Mbila","MI177","M","Mossombo","Adulte","V49",27946.1628586738,"fam_visit","minganga"
"Misseké_MI","MI146","F","Attention","Adulte","V48",23633.8134814937,"fam_visit","minganga"
"Mongo","MI134","M","Minganga","Adulte","V48",22213.2999245403,"fam_visit","minganga"
"Mongo","MI134","M","Minganga","Adulte","V49",13433.7039439327,"fam_visit","minganga"
"Mongo","MI136","F","Mossombo","Adulte","V49",13433.7039439327,"fam_visit","minganga"
"Bylikombo1","MI205","M","Mossombo","Adulte","V50",14378.8147186411,"fish","minganga"
"Bylikombo1","MI206","F","Mossombo","Adulte","V50",14378.8147186411,"fish","minganga"
"Bylikombo1","MI209","F","Mossombo","Adulte","V50",14378.8147186411,"fish","minganga"
"Bylikombo1","MI212","M","Mossombo","Adolescent","V50",14378.8147186411,"fish","minganga"
"Bylikombo2","MI210","F","Mossombo","Personne âgée","V50",13563.5585566147,"fish","minganga"
"Bylikombo1","MI207","M","Mossombo","Adulte","V50",14378.8147186411,"fish","minganga"
"Bylikombo1","MI208","F","Mossombo","Personne âgée","V50",14378.8147186411,"fish","minganga"
"Bylikombo2","MI226","F","Mossombo","Adulte","V50",13563.5585566147,"fish","minganga"
"Essesse","MI192","F","Toukoulaka","Adolescent","V50",214.303668917094,"fish","minganga"
"Mbaya","MI202","F","","Adolescent","V50",8166.58045220154,"fish","minganga"
"Mbaya","MI203","M","","Adolescent","V50",8166.58045220154,"fish","minganga"
"Misseké_MI","MI145","M","Attention","Adulte","V50",16862.126657249,"fish","minganga"
"Misseké_MI","MI146","F","Attention","Adulte","V50",16862.126657249,"fish","minganga"
"Misseké_MI","MI149","M","Ikelemba","Personne âgée","V50",16862.126657249,"fish","minganga"
"Misseké_MI","MI151","F","Attention","Adulte","V50",16862.126657249,"fish","minganga"
"Mongo","MI134","M","Minganga","Adulte","V50",14674.5662616089,"fish","minganga"
"Mongo","MI138","M","Mbili","Adulte","V50",14674.5662616089,"fish","minganga"
"Mongo","MI143","M","Mossombo","Adulte","V50",14674.5662616089,"fish","minganga"
"Mossombo","MI144","M","Mossombo","Adulte","V50",19519.0130261955,"fish","minganga"
"Ngata","MI185","M","Mbili","Adolescent","V50",119.928896514866,"fish","minganga"
"Essesse","MI197","F","Mbili","Adulte","V50",214.303668917094,"friend_visit","minganga"
"Bouma","MI154","M","Minganga","Adulte","V28",14628.4506802055,"gather","minganga"
"Essesse","MI189","F","Mossombo","Adolescent","V49",28173.8878017831,"gather","minganga"
"Mbila","MI177","M","Mossombo","Adulte","V28",14603.8990702511,"gather","minganga"
"Bylikombo1","MI212","M","Mossombo","Adolescent","V28",1037.58379207382,"just_visit","minganga"
"Essesse","MI187","M","Mbili","Adulte","V50",214.303668917094,"just_visit","minganga"
"Mbila","MI177","M","Mossombo","Adulte","V50",46.0147739342839,"just_visit","minganga"
"Misseké_MI","MI149","M","Ikelemba","Personne âgée","V47",22849.662017912,"just_visit","minganga"
"Misseké_MI","MI149","M","Ikelemba","Personne âgée","V48",23633.8134814937,"just_visit","minganga"
"Misseké_MI","MI149","M","Ikelemba","Personne âgée","V49",17117.8989489782,"just_visit","minganga"
"Mongo","MI138","M","Mbili","Adulte","V49",13433.7039439327,"just_visit","minganga"
"Ngata","MI185","M","Mbili","Adolescent","V47",36649.0094919975,"just_visit","minganga"
"Ngata","MI185","M","Mbili","Adolescent","V48",36793.045491175,"just_visit","minganga"
"Ngata","MI185","M","Mbili","Adolescent","V49",27891.5466333987,"just_visit","minganga"
"Bylikombo2","MI210","F","Mossombo","Personne âgée","V28",1241.30171438424,"live","minganga"
"Essesse","MI187","M","Mbili","Adulte","V28",14858.3080405246,"live","minganga"
"Essesse","MI189","F","Mossombo","Adolescent","V28",14858.3080405246,"live","minganga"
"Essesse","MI198","F","Mbili","Adulte","V28",14858.3080405246,"live","minganga"
"Ngata","MI183","F","Mbili","Personne âgée","V47",36649.0094919975,"live","minganga"
"Ngata","MI185","M","Mbili","Adolescent","V28",14532.8916970913,"live","minganga"
